t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_i | Gold: camelot (-78.4225,38.15722) | Model: camelot (-82.53528,35.35806) p = 559
t_i | Gold: virginia (-79.46565,37.9992) | Model: virginia (-81.6008333,22.9930556) p = 3803
#############################################
t_i | Gold: manila (123.95,13.2333333) | Model: manila (-79.5,-1.7) p = 39
t_i | Gold: manila (123.95,13.2333333) | Model: manila (-79.5,-1.7) p = 39
#############################################
t_i | Gold: athens (23.7333333,37.9833333) | Model: athens (-93.02556,32.65028) p = 275
t_i | Gold: turkey (35.0,39.0) | Model: turkey (-92.76361,36.24444) p = 197
#############################################
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-76.0166667,8.9166667) p = 1450
t_i | Gold: caracas (-66.9166667,10.5) | Model: caracas (-75.7822222,8.9038889) p = 141
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-76.0166667,8.9166667) p = 1450
t_i | Gold: colombia (-72.0,4.0) | Model: colombia (-75.9833333,8.4833333) p = 5
t_i | Gold: venezuela (-66.0,8.0) | Model: venezuela (-76.0166667,8.9166667) p = 1450
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: caracas (-66.9166667,10.5) | Model: caracas (-75.7822222,8.9038889) p = 141
#############################################
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-80.13389,41.13389) p = 8086
t_i | Gold: london (-0.1,51.5166667) | Model: london (-80.14889,41.14361) p = 904
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-80.13389,41.13389) p = 8086
#############################################
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
#############################################
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
t_c | Gold: tunceli (39.5,39.0833333) | Model: tunceli (39.5461111,39.1088889) p = 4
t_c | Gold: hakkari (43.7408333,37.5744444) | Model: hakkari (43.7408333,37.5744444) p = 2228
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
#############################################
t_i | Gold: calgary (-114.0833333,51.0833333) | Model: calgary (-94.11917,31.61722) p = 3397
#############################################
t_c | Gold: tunis (10.1797222,36.8027778) | Model: tunis (10.1797222,36.8027778) p = 6100
t_c | Gold: tunisia (9.0,34.0) | Model: tunisia (9.0,34.0) p = 0
t_i | Gold: tripoli (15.0,31.0) | Model: tripoli (13.18,32.8925) p = 5
#############################################
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-96.20778,41.3975) p = 131
t_c | Gold: omaha (-95.9375,41.25861) | Model: omaha (-95.9375,41.25861) p = 345033
t_c | Gold: u.s. (-97.0,38.0) | Model: null
#############################################
#############################################
t_i | Gold: iran (53.0,32.0) | Model: iran (51.0288889,32.0922222) p = 210
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: nicosia (33.3666667,35.1666667) | Model: nicosia (33.3666667,35.1666667) p = 5100
t_i | Gold: iran (53.0,32.0) | Model: iran (51.0288889,32.0922222) p = 210
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_i | Gold: iran (53.0,32.0) | Model: iran (51.0288889,32.0922222) p = 210
t_c | Gold: islamic republic of iran (53.0,32.0) | Model: null
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-0.15,53.0833333) p = 5000
#############################################
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
#############################################
t_i | Gold: bonn (7.1,50.7333333) | Model: bonn (-81.38556,39.53139) p = 932
#############################################
t_c | Gold: dubai (55.28,25.2522222) | Model: dubai (55.28,25.2522222) p = 5
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: riyadh (45.3333333,23.3333333) | Model: riyadh (46.7727778,24.6408333) p = 208
t_i | Gold: oman (58.0,22.1666667) | Model: oman (57.0,21.0) p = 0
t_c | Gold: dhahran (43.2166667,17.4333333) | Model: dhahran (43.5075,17.6630556) p = 47
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: riyadh (45.3333333,23.3333333) | Model: riyadh (46.7727778,24.6408333) p = 208
t_c | Gold: jeddah (39.2191667,21.5169444) | Model: jeddah (39.2191667,21.5169444) p = 1261
t_i | Gold: japan (138.0,36.0) | Model: japan (19.7116667,42.6913889) p = 1372
t_c | Gold: south korea (127.5,37.0) | Model: south korea (127.5,37.0) p = 0
t_i | Gold: china (-0.0,35.0) | Model: china (33.0,-3.0) p = 1362
t_i | Gold: pennsylvania (-77.61161,40.99494) | Model: pennsylvania (-88.0475,30.87306) p = 336
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_c | Gold: dhahran (43.2166667,17.4333333) | Model: dhahran (43.5075,17.6630556) p = 47
t_i | Gold: riyadh (45.3333333,23.3333333) | Model: riyadh (46.7727778,24.6408333) p = 208
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
#############################################
t_i | Gold: corsica (9.0,42.0) | Model: corsica (-68.8833333,18.5166667) p = 5900
t_c | Gold: ajaccio (8.6833333,41.9333333) | Model: ajaccio (8.7333333,41.9166667) p = 4289
t_i | Gold: corsica (9.0,42.0) | Model: corsica (-68.8833333,18.5166667) p = 5900
t_i | Gold: corsica (9.0,42.0) | Model: corsica (-68.8833333,18.5166667) p = 5900
t_c | Gold: paris (5.7333333,45.6333333) | Model: paris (5.7333333,45.6333333) p = 4
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (5.7333333,45.6333333) p = 4
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (5.7333333,45.6333333) p = 4
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (5.7333333,45.6333333) p = 4
t_i | Gold: corsica (9.0,42.0) | Model: corsica (-68.8833333,18.5166667) p = 5900
t_i | Gold: corsica (9.0,42.0) | Model: corsica (-68.8833333,18.5166667) p = 5900
#############################################
t_i | Gold: brussels (4.3333333,50.8333333) | Model: brussels (-87.62083,44.73611) p = 827
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: bonn (7.1,50.7333333) | Model: bonn (-81.38556,39.53139) p = 932
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
#############################################
t_c | Gold: commack (-73.29333,40.84278) | Model: commack (-73.29333,40.84278) p = 7599
t_i | Gold: new york (-75.81028,42.75633) | Model: new york (-74.00639,40.71417) p = 7333253
t_c | Gold: ukraine (32.0,49.0) | Model: ukraine (32.0,49.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: russia (100.0,60.0) | Model: russia (-73.7825,44.67361) p = 1003
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
#############################################
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (-84.25306,38.20972) p = 8928
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_c | Gold: pemberton (-122.8166667,50.3166667) | Model: pemberton (-122.8166667,50.3166667) p = 4329
t_i | Gold: utah (-111.5449,39.4972) | Model: utah (-90.48778,40.98417) p = 522
t_i | Gold: maine (-69.02289,45.26101) | Model: maine (-111.93778,35.25306) p = 3410
t_c | Gold: pemberton (-122.8166667,50.3166667) | Model: pemberton (-122.8166667,50.3166667) p = 4329
t_i | Gold: vancouver (-123.1333333,49.25) | Model: vancouver (-122.66028,45.63889) p = 51847
#############################################
t_c | Gold: brazil (-55.0,-10.0) | Model: brazil (-55.0,-10.0) p = 0
t_c | Gold: brazil (-55.0,-10.0) | Model: brazil (-55.0,-10.0) p = 0
t_c | Gold: brazil (-55.0,-10.0) | Model: brazil (-55.0,-10.0) p = 0
t_i | Gold: sao paulo (-62.9,-7.2333333) | Model: sao paulo (-61.4,3.8) p = 416
#############################################
t_i | Gold: rovereto (11.8666667,44.7666667) | Model: rovereto (9.4355556,44.295) p = 623
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: cuba (-80.0,21.5) | Model: cuba (-7.8833333,38.1666667) p = 9231
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: bahamas (-76.0,33.0) | Model: bahamas (-76.0,24.25) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: nigeria (8.0,10.0) | Model: nigeria (8.0,10.0) p = 0
t_c | Gold: nigeria (8.0,10.0) | Model: nigeria (8.0,10.0) p = 0
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: uganda (33.0,2.0) | Model: uganda (4.9666667,11.25) p = 1500
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: kenya (38.0,1.0) | Model: kenya (-7.75,12.7) p = 72
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: cuba (-80.0,21.5) | Model: cuba (-7.8833333,38.1666667) p = 9231
t_i | Gold: surinam (-56.0,4.0) | Model: surinam (-59.5333333,13.1833333) p = 1332
t_i | Gold: jamaica (-77.5,18.25) | Model: jamaica (-73.80611,40.69139) p = 29242
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: israel (34.75,31.5) | Model: israel (-73.5347222,18.4780556) p = 3804
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: kenya (38.0,1.0) | Model: kenya (-7.75,12.7) p = 72
t_i | Gold: kenya (38.0,1.0) | Model: kenya (-7.75,12.7) p = 72
t_i | Gold: kenya (38.0,1.0) | Model: kenya (-7.75,12.7) p = 72
t_i | Gold: russia (-0.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_c | Gold: belarus (28.0,53.0) | Model: belarus (28.0,53.0) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: kazakhstan (81.05,46.2) | Model: kazakhstan (52.995,51.1677778) p = 140
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: kenya (38.0,1.0) | Model: kenya (-7.75,12.7) p = 72
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: kenya (38.0,1.0) | Model: kenya (-7.75,12.7) p = 72
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: new york (-74.00639,40.71417) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
#############################################
t_i | Gold: toronto (-79.4166667,43.6666667) | Model: toronto (-87.49556,39.78167) p = 1075
#############################################
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: paris (2.3333333,48.8666667) | Model: paris (2.3333333,48.8666667) p = 4
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: u.s (-97.0,38.0) | Model: null
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: paris (2.3333333,48.8666667) | Model: paris (2.3333333,48.8666667) p = 4
t_c | Gold: paris (2.3333333,48.8666667) | Model: paris (2.3333333,48.8666667) p = 4
t_i | Gold: frankfurt (10.5333333,49.6833333) | Model: frankfurt (8.6833333,50.1166667) p = 20
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
#############################################
t_c | Gold: cape town (18.4166667,-33.9166667) | Model: cape town (18.4166667,-33.9166667) p = 1200
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-93.25972,40.85167) p = 429
t_c | Gold: paris (-93.72972,35.29194) | Model: paris (-93.72972,35.29194) p = 3526
t_i | Gold: iowa (-93.39193,41.93699) | Model: iowa (-93.01361,30.23667) p = 2778
t_c | Gold: avalon borough (-74.71806,39.10111) | Model: null
t_c | Gold: n.j. (-74.37751,40.13828) | Model: null
t_c | Gold: n.y. (-75.81028,42.75633) | Model: null
t_i | Gold: akron (-81.51917,41.08139) | Model: akron (-93.81722,40.51944) p = 854
t_i | Gold: ohio (-82.67375,40.19406) | Model: ohio (-93.85167,38.15556) p = 3809
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-93.27111,42.74778) p = 2113
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_i | Gold: london (-0.1,51.5166667) | Model: london (-93.0625,43.52611) p = 818
t_c | Gold: iraq (44.0,33.0) | Model: iraq (44.0,33.0) p = 0
#############################################
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-70.35611,43.79056) p = 15386
t_c | Gold: amstetten (14.8666667,48.1166667) | Model: amstetten (14.8666667,48.1166667) p = 357
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-70.35611,43.79056) p = 15386
#############################################
t_c | Gold: frankfurt (8.6636111,50.1308333) | Model: frankfurt (8.6833333,50.1166667) p = 20
#############################################
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
t_i | Gold: sierakowice (18.4666667,50.2833333) | Model: sierakowice (20.0833333,52.0166667) p = 220
t_i | Gold: sierakowice (18.4666667,50.2833333) | Model: sierakowice (20.0833333,52.0166667) p = 220
#############################################
t_i | Gold: manila (121.0,14.5833333) | Model: manila (-82.91556,37.84278) p = 1845
#############################################
t_c | Gold: sarajevo (18.3833333,43.85) | Model: sarajevo (18.3833333,43.85) p = 921
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: bosnia (-0.0,44.0) | Model: bosnia (18.0,44.0) p = 0
t_i | Gold: serbia (-0.0,44.0) | Model: serbia (21.0,44.0) p = 0
t_i | Gold: dayton (-84.19167,39.75889) | Model: dayton (-74.51056,40.3725) p = 7622
t_i | Gold: dayton (-84.19167,39.75889) | Model: dayton (-74.51056,40.3725) p = 7622
t_i | Gold: bosnia (-0.0,44.0) | Model: bosnia (18.0,44.0) p = 0
t_i | Gold: bosnia (-0.0,44.0) | Model: bosnia (18.0,44.0) p = 0
t_i | Gold: dayton (-84.19167,39.75889) | Model: dayton (-74.51056,40.3725) p = 7622
#############################################
t_c | Gold: sofia (28.3802778,46.8411111) | Model: sofia (28.3802778,46.8411111) p = 340
t_c | Gold: sofia (28.3802778,46.8411111) | Model: sofia (28.3802778,46.8411111) p = 340
t_c | Gold: istanbul (28.9647222,41.0186111) | Model: istanbul (28.9647222,41.0186111) p = 3804
t_c | Gold: vienna (16.4166667,48.25) | Model: vienna (16.3666667,48.2) p = 5
t_i | Gold: sofia (27.8675,47.9441667) | Model: sofia (28.3802778,46.8411111) p = 340
t_i | Gold: sofia (27.8675,47.9441667) | Model: sofia (28.3802778,46.8411111) p = 340
t_i | Gold: cyprus (-0.0,35.0) | Model: cyprus (33.0,35.0) p = 0
t_c | Gold: istanbul (28.9647222,41.0186111) | Model: istanbul (28.9647222,41.0186111) p = 3804
t_c | Gold: sofia (28.3802778,46.8411111) | Model: sofia (28.3802778,46.8411111) p = 340
t_c | Gold: munich (11.5833333,48.15) | Model: munich (11.5833333,48.15) p = 519
#############################################
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-80.13389,41.13389) p = 8086
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-80.13389,41.13389) p = 8086
#############################################
t_c | Gold: doetinchem (6.3,51.9666667) | Model: doetinchem (6.3,51.9666667) p = 112
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: doetinchem (6.3,51.9666667) | Model: doetinchem (6.3,51.9666667) p = 112
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: denmark (10.0,56.0) | Model: denmark (10.0,56.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
#############################################
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-84.22917,38.85694) p = 305
#############################################
t_i | Gold: ecuador (-77.5,-2.0) | Model: ecuador (-75.7666667,6.2833333) p = 5293
t_c | Gold: quito (-78.5,-0.2166667) | Model: quito (-78.5,-0.2166667) p = 3176
t_i | Gold: ecuador (-77.5,-2.0) | Model: ecuador (-75.7666667,6.2833333) p = 5293
t_i | Gold: ecuador (-77.5,-2.0) | Model: ecuador (-75.7666667,6.2833333) p = 5293
#############################################
t_i | Gold: germany (10.5,51.5) | Model: germany (-85.54278,38.46222) p = 2340
t_i | Gold: poland (20.0,52.0) | Model: poland (-86.95083,39.44417) p = 8740
t_i | Gold: warsaw (21.0,52.25) | Model: warsaw (-85.85306,41.23806) p = 12934
t_i | Gold: germany (10.5,51.5) | Model: germany (-85.54278,38.46222) p = 2340
t_i | Gold: poland (20.0,52.0) | Model: poland (-86.95083,39.44417) p = 8740
t_i | Gold: warsaw (21.0,52.25) | Model: warsaw (-85.85306,41.23806) p = 12934
#############################################
t_c | Gold: kuala lumpur (101.7,3.1666667) | Model: kuala lumpur (101.7,3.1666667) p = 3000
t_i | Gold: malaysia (120.0,0.0) | Model: malaysia (112.5,2.5) p = 0
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_i | Gold: denmark (10.0,56.0) | Model: denmark (117.35,-34.95) p = 2190
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_i | Gold: malaysia (120.0,0.0) | Model: malaysia (112.5,2.5) p = 0
t_i | Gold: malaysia (120.0,0.0) | Model: malaysia (112.5,2.5) p = 0
#############################################
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (-85.5025,43.77333) p = 1898
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (-85.5025,43.77333) p = 1898
#############################################
t_i | Gold: sofia (23.3166667,42.6833333) | Model: sofia (-75.0666667,5.6333333) p = 340
t_c | Gold: bulgaria (25.0,43.0) | Model: bulgaria (25.0,43.0) p = 0
t_c | Gold: southeastern bulgaria (25.0,43.0) | Model: null
#############################################
t_i | Gold: stuttgart (8.8833333,47.6666667) | Model: stuttgart (9.1833333,48.7666667) p = 3260
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5694444,20.1944444) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.9166667,-20.2666667) p = 2443
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5694444,20.1944444) p = 64100
t_i | Gold: trinidad (-61.25,10.5) | Model: trinidad (0.0,0.0) p = 432
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_c | Gold: ireland (-8.0,53.3333333) | Model: ireland (-8.0,53.0) p = 0
t_c | Gold: ireland (-8.0,53.3333333) | Model: ireland (-8.0,53.0) p = 0
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
#############################################
t_c | Gold: bratislava (17.1166667,48.15) | Model: bratislava (17.1166667,48.15) p = 49
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: bratislava (17.1166667,48.15) | Model: bratislava (17.1166667,48.15) p = 49
t_c | Gold: prague (14.4666667,50.0833333) | Model: prague (14.4666667,50.0833333) p = 91
#############################################
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (5.7333333,45.6333333) p = 4
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: cameroon (12.0,6.0) | Model: cameroon (12.0,6.0) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: mexico (-102.0,23.0) | Model: mexico (-61.8333333,7.1833333) p = 100
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: brazil (-55.0,-10.0) | Model: brazil (-55.0,-10.0) p = 0
t_i | Gold: panama (-80.0,9.0) | Model: panama (11.7666667,10.9166667) p = 421
#############################################
t_i | Gold: atlanta (-84.38806,33.74889) | Model: atlanta (-89.1475,33.79833) p = 395
t_i | Gold: atlanta (-84.38806,33.74889) | Model: atlanta (-89.1475,33.79833) p = 395
#############################################
t_c | Gold: chicago (-87.65,41.85) | Model: chicago (-87.65,41.85) p = 2731743
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-87.17278,38.65917) p = 11090
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_c | Gold: haarlem (4.65,52.3666667) | Model: haarlem (4.65,52.3666667) p = 4668
t_i | Gold: netherlands (5.75,52.5) | Model: netherlands (-89.75111,36.29917) p = 9633
t_c | Gold: gouda (4.7,52.0166667) | Model: gouda (4.7,52.0166667) p = 208
t_c | Gold: haarlem (4.65,52.3666667) | Model: haarlem (4.65,52.3666667) p = 4668
